_index,_id,_version,_score,_source.agent.name,_source.agent.id,_source.data.srcip,_source.data.dstuser,_source.data.srcport,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.full_log,_source.id,_source.timestamp,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.manager.name,_source.decoder.parent,_source.decoder.name,_source.input.type,_source.@timestamp,_source.location,_source.GeoLocation.country_name,_source.GeoLocation.location.lon,_source.GeoLocation.location.lat,_source.data.protocol,_source.data.id,_source.data.url,_source.GeoLocation.region_name,_source.data.uid,_source.data.euid,_source.data.tty,_source.GeoLocation.city_name,_source.data.srcuser,_source.data.action,_source.agent.ip,_source.data.extra_data,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.previous_result,_source.data.sca.check.compliance.cis_csc_v8,_source.data.sca.check.compliance.soc_2,_source.data.sca.check.compliance.pci_dss_4.0,_source.data.sca.check.compliance.pci_dss_3.2.1,_source.data.sca.check.compliance.mitre_tactics,_source.data.sca.check.compliance.mitre_techniques,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.iso_27001-2013,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.compliance.mitre_mitigations,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.cis_csc_v8,_source.rule.mitre_tactics,_source.rule.mitre_techniques,_source.rule.cis,_source.rule.iso_27001-2013,_source.rule.mitre_mitigations,_source.rule.soc_2,_source.rule.cis_csc_v7
wazuh-alerts-4.x-2024.07.21,X0G115ABvQ4GvBtk907t,1,1,localhost,000,2001:41d0:a:25dc::1, ,34620,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",77,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 23:52:23 localhost sshd[71160]: Invalid user sunsetsoft from 2001:41d0:a:25dc::1 port 34620,1721605943.4846013,"Jul 21, 2024 @ 23:52:23.684",localhost,sshd,Jul 21 23:52:23,localhost,sshd,sshd,log,"Jul 21, 2024 @ 23:52:23.684",/var/log/auth.log,France,2,46, , , , , , , , ,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ZkG315ABvQ4GvBtkgk5z,1,1,localhost,000,42.96.43.25,root, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",63,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 23:54:01 localhost sshd[71177]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=42.96.43.25  user=root,1721606041.4849754,"Jul 21, 2024 @ 23:54:01.782",localhost,sshd,Jul 21 23:54:01,localhost, ,pam,log,"Jul 21, 2024 @ 23:54:01.782",/var/log/auth.log,Vietnam,106,16, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,VkGz15ABvQ4GvBtktU6_,1,1,localhost,000,149.56.142.153, , ,false,5, ,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]",24, , , ,31101, ,"149.56.142.153 - - [21/Jul/2024:23:49:52 +0000] ""GET /pma/scripts/setup.php HTTP/1.1"" 404 134 ""-"" ""python-requests/2.28.2""",1721605793.4832431,"Jul 21, 2024 @ 23:49:53.543", , , ,localhost, ,web-accesslog,log,"Jul 21, 2024 @ 23:49:53.543",/var/log/nginx/access.log,United States,-77.2481,38.6583,GET,404,/pma/scripts/setup.php,Virginia, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,V0Gz15ABvQ4GvBtktU6_,1,1,localhost,000,149.56.142.153, , ,false,6, ,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PHPMyAdmin scans (looking for setup.php).,"[""web"",""appsec"",""attack""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]",13,"[""File and Directory Discovery""]","[""T1083""]","[""Discovery""]",31515, ,"149.56.142.153 - - [21/Jul/2024:23:49:52 +0000] ""GET /phpmyadmin/scripts/setup.php HTTP/1.1"" 404 134 ""-"" ""python-requests/2.28.2""",1721605793.4832888,"Jul 21, 2024 @ 23:49:53.542", , , ,localhost, ,web-accesslog,log,"Jul 21, 2024 @ 23:49:53.542",/var/log/nginx/access.log,United States,-77.2481,38.6583,GET,404,/phpmyadmin/scripts/setup.php,Virginia, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,WUGz15ABvQ4GvBtktU6_,1,1,localhost,000,149.56.142.153, , ,false,5, ,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]",25, , , ,31101, ,"149.56.142.153 - - [21/Jul/2024:23:49:52 +0000] ""GET /myadmin/scripts/setup.php HTTP/1.1"" 404 134 ""-"" ""python-requests/2.28.2""",1721605793.4833840,"Jul 21, 2024 @ 23:49:53.542", , , ,localhost, ,web-accesslog,log,"Jul 21, 2024 @ 23:49:53.542",/var/log/nginx/access.log,United States,-77.2481,38.6583,GET,404,/myadmin/scripts/setup.php,Virginia, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ZUG215ABvQ4GvBtk-U65,1,1,localhost,000,2a02:4780:14:409d::1, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",80,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 23:53:27 localhost sshd[71175]: Failed password for invalid user sunsetsoft from 2a02:4780:14:409d::1 port 50028 ssh2,1721606009.4849203,"Jul 21, 2024 @ 23:53:29.753",localhost,sshd,Jul 21 23:53:27,localhost,sshd,sshd,log,"Jul 21, 2024 @ 23:53:29.753",/var/log/auth.log,Republic of Lithuania,24,56, , , , , , , , ,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,ZEG215ABvQ4GvBtk7k4B,1,1,localhost,000,2a02:4780:14:409d::1, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",62,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 23:53:25 localhost sshd[71175]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=2a02:4780:14:409d::1 ,1721606005.4848676,"Jul 21, 2024 @ 23:53:25.752",localhost,sshd,Jul 21 23:53:25,localhost, ,pam,log,"Jul 21, 2024 @ 23:53:25.752",/var/log/auth.log,Republic of Lithuania,24,56, , , , ,0,0,ssh, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,YUG215ABvQ4GvBtkA06e,1,1,localhost,000,2001:41d0:a:25dc::1, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",78,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 23:52:24 localhost sshd[71160]: Failed password for invalid user sunsetsoft from 2001:41d0:a:25dc::1 port 34620 ssh2,1721605945.4847078,"Jul 21, 2024 @ 23:52:25.686",localhost,sshd,Jul 21 23:52:24,localhost,sshd,sshd,log,"Jul 21, 2024 @ 23:52:25.686",/var/log/auth.log,France,2,46, , , , , , , , ,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,YkG215ABvQ4GvBtks05p,1,1,localhost,000,179.43.191.18, , ,false,5, ,"[""6.5"",""11.4""]","[""CC6.6"",""CC7.1"",""CC8.1"",""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Web server 400 error code.,"[""web"",""accesslog"",""attack""]","[""SA.11"",""SI.4""]","[""IV_35.7.d""]",26, , , ,31101, ,"179.43.191.18 - - [21/Jul/2024:23:53:05 +0000] ""GET /wp-json/litespeed/v1/cdn_status HTTP/1.1"" 404 133 ""http://sunsetsoft.net/wp-json/litespeed/v1/cdn_status"" ""Searcherxweb""",1721605985.4847627,"Jul 21, 2024 @ 23:53:05.736", , , ,localhost, ,web-accesslog,log,"Jul 21, 2024 @ 23:53:05.736",/var/log/nginx/access.log,Switzerland,8.5546,47.3664,GET,404,/wp-json/litespeed/v1/cdn_status,Zurich, , , ,Zurich, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,XEGz15ABvQ4GvBtk8E5Y,1,1,localhost,000, , , ,false,5, , , ,Nginx critical message.,"[""nginx"",""web""]", , ,1, , , ,31303, ,"2024/07/21 23:50:09 [crit] 6780#6780: *10308 SSL_do_handshake() failed (SSL: error:0A00006C:SSL routines::bad key share) while SSL handshaking, client: 5.34.178.101, server: 0.0.0.0:443",1721605809.4834301,"Jul 21, 2024 @ 23:50:09.558", , , ,localhost, ,nginx-errorlog,log,"Jul 21, 2024 @ 23:50:09.558",/var/log/nginx/error.log, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,KkH41pABvQ4GvBtkxEtZ,1,1,localhost,000,139.99.236.119, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",26,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 20:25:37 localhost sshd[68695]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=139.99.236.119 ,1721593538.4093926,"Jul 21, 2024 @ 20:25:38.348",localhost,sshd,Jul 21 20:25:37,localhost, ,pam,log,"Jul 21, 2024 @ 20:25:38.348",/var/log/auth.log,Australia,151.2002,-33.8591, , , ,New South Wales,0,0,ssh,Sydney, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,LEH41pABvQ4GvBtkxEtZ,1,1,localhost,000,139.99.236.119, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",37,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 20:25:39 localhost sshd[68695]: Failed password for invalid user sunsetsoft from 139.99.236.119 port 40414 ssh2,1721593540.4094971,"Jul 21, 2024 @ 20:25:40.350",localhost,sshd,Jul 21 20:25:39,localhost,sshd,sshd,log,"Jul 21, 2024 @ 20:25:40.350",/var/log/auth.log,Australia,151.2002,-33.8591, , , ,New South Wales, , , ,Sydney,sunsetsoft, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,DkHw1pABvQ4GvBtkPEun,1,1,localhost,000,134.209.29.80, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",18,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",Jul 21 20:16:20 localhost sshd[68578]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=134.209.29.80 ,1721592981.4070759,"Jul 21, 2024 @ 20:16:21.850",localhost,sshd,Jul 21 20:16:20,localhost, ,pam,log,"Jul 21, 2024 @ 20:16:21.850",/var/log/auth.log,United Kingdom,-0.6658,51.5353, , , ,England,0,0,ssh,London, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2024.07.21,EEHw1pABvQ4GvBtkPEun,1,1,localhost,000,134.209.29.80, , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5"",""10.6.1""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: Attempt to login using a non-existent user,"[""syslog"",""sshd"",""authentication_failed"",""invalid_login""]","[""AU.14"",""AC.7"",""AU.6""]","[""IV_35.7.d"",""IV_32.2""]",27,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5710,"[""7.1""]",Jul 21 20:16:22 localhost sshd[68578]: Failed password for invalid user java from 134.209.29.80 port 35526 ssh2,1721592983.4071794,"Jul 21, 2024 @ 20:16:23.852",localhost,sshd,Jul 21 20:16:22,localhost,sshd,sshd,log,"Jul 21, 2024 @ 20:16:23.852",/var/log/auth.log,United Kingdom,-0.6658,51.5353, , , ,England, , , ,London,java, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
